dataMatrix	HU_011	HU_014	HU_015	HU_017	HU_018	HU_019	HU_020	HU_021	HU_022	HU_023	HU_024	HU_025	HU_026	HU_027	HU_028	HU_029	HU_030	HU_031	HU_032	HU_033	HU_034	HU_035	HU_036	HU_037	HU_038	HU_039	HU_040	HU_041	HU_042	HU_043	HU_044	HU_045	HU_046	HU_047	HU_048	HU_049	HU_050	HU_051	HU_052	HU_053	HU_054	HU_055	HU_056	HU_057	HU_058	HU_060	HU_061	HU_062	HU_063	HU_064	HU_065	HU_066	HU_067	HU_068	HU_069	HU_070	HU_072	HU_073	HU_074	HU_075	HU_076	HU_077	HU_078	HU_079	HU_080	HU_081	HU_082	HU_083	HU_084	HU_085	HU_086	HU_087	HU_088	HU_089	HU_090	HU_091	HU_092	HU_093	HU_094	HU_095	HU_097	HU_098	HU_099	HU_100	HU_101	HU_102	HU_103	HU_105	HU_106	HU_107	HU_108	HU_109	HU_110	HU_112	HU_113	HU_114	HU_115	HU_116	HU_117	HU_118	HU_119	HU_120	HU_121	HU_122	HU_123	HU_124	HU_125	HU_126	HU_127	HU_129	HU_130	HU_131	HU_132	HU_133	HU_134	HU_135	HU_136	HU_137	HU_138	HU_139	HU_140	HU_142	HU_143	HU_144	HU_145	HU_146	HU_147	HU_148	HU_149	HU_150	HU_152	HU_154	HU_155	HU_156	HU_157	HU_158	HU_159	HU_160	HU_162	HU_163	HU_164	HU_166	HU_167	HU_168	HU_169	HU_170	HU_171	HU_172	HU_173	HU_174	HU_175	HU_177	HU_179	HU_180	HU_181	HU_182	HU_183	HU_184	HU_185	HU_186	HU_187	HU_188	HU_189	HU_190	HU_191	HU_192	HU_193	HU_194	HU_195	HU_196	HU_197	HU_198	HU_199	HU_200	HU_201	HU_202	HU_203	HU_204	HU_205	HU_206	HU_207	HU_208	HU_209
Phe-Tyr-Asp (and isomers)	4.379156111	4.227932317	4.004176162	4.214129481	4.154740736	4.340768134	4.466498085	4.303681771	4.379938142	4.315440218	4.491396854	4.436651568	4.31590619	4.436574575	4.350766404	3.948406925	4.314086102	4.275870681	4.535510139	4.457980179	4.354674737	4.236558235	4.177595748	3.718404165	4.274878632	4.257635492	4.16849056	4.257669335	4.313065163	4.166427679	4.244440021	4.404214991	4.332048578	4.248106775	4.310693137	3.992532242	4.320209365	4.340412043	4.473040844	3.819547163	4.361746928	4.164412154	4.200483013	4.213904114	4.11518848	4.373518441	4.293502236	4.048312344	4.467111362	4.680139607	4.281778862	4.246824447	4.087680253	4.387434877	4.329440002	4.356477257	4.233739948	4.255008844	4.256774127	4.277535147	4.463307778	4.339411306	4.468078703	4.515931208	4.466491377	4.318803709	4.227502262	4.36232443	4.336244088	4.204547371	4.562732239	4.319251694	4.385613167	4.461615802	4.234106919	4.383164833	4.141358399	4.785769328	4.479756237	4.34956587	4.287002151	4.348522344	4.257333879	4.504073087	4.108382036	4.315915961	4.316182977	4.530741574	4.506830041	3.965284799	4.41712613	4.792596739	4.602594141	4.330410156	4.316099593	4.400810032	4.342201446	4.585693731	4.544985343	4.727896855	4.552019159	4.369932479	4.376947846	4.410270346	4.436935234	4.118827162	4.591438392	4.470255181	4.388563451	4.515402187	4.053751632	3.943157069	4.457779878	4.415306531	4.431574367	4.281264572	4.690607827	4.102430414	4.341032441	4.063224607	4.079544418	4.277586964	4.632199784	4.031482482	4.149513409	4.334901541	3.892749315	4.027514592	4.314948837	3.761268962	4.231934661	4.264209954	4.297219764	4.582569433	4.592493115	4.505244156	4.42985341	4.249757849	4.34534646	4.441015261	4.728023364	4.355933294	4.512004874	4.36835759	4.574413454	4.245437035	4.634240718	4.165469091	4.822346925	4.408703485	4.04261215	4.190243132	3.825264392	4.338737149	4.849095597	4.676471169	4.356126615	3.90494047	4.648283079	4.544804112	4.723229642	4.452135141	4.305023406	4.037882863	4.210850837	4.226067132	4.022974499	4.207246625	4.671045094	4.335831087	4.234674038	4.096636288	4.434848897	4.254186733	4.172721514	4.207995378	4.386079457	4.571789215	4.059207749	4.385172228	4.541536144	4.767153034	3.997265908
Porphobilinogen	3.873927113	4.181048155	4.136767309	4.162674888	4.461157419	4.170573444	3.982546315	4.270354416	4.273039905	4.288919139	4.570908001	4.277645912	3.793927527	4.076542976	4.134035026	4.377456236	4.255352161	5.145749782	4.362922373	4.128284387	4.281163187	4.255700616	4.389500673	4.198064382	4.099758996	4.250535348	4.449570449	4.112408366	4.304340735	4.310021004	4.07695445	4.117586923	4.080296523	3.798107753	4.202380073	4.166050387	4.164065401	3.814699992	4.165492415	3.91072026	4.518137937	3.606117296	4.384786953	4.583740343	4.06432618	4.277926146	4.046541997	4.245677684	4.322047372	4.323421686	4.465878268	4.311599054	4.343216295	4.250810035	4.28129383	4.342599425	4.540885946	4.625025473	4.461626229	4.187417861	4.62484201	4.221832854	4.235719028	4.407137444	4.449755152	4.410327973	4.989324729	4.236278394	4.208204142	4.412758885	4.167296775	4.318131601	4.279654289	4.432272273	4.355548232	4.277077556	4.291611822	4.576975282	4.688588491	4.551028985	4.242067153	4.207482229	4.210452327	4.295538595	4.22182383	4.120176811	4.098075341	4.393289561	4.407305695	4.486272511	4.40262124	4.137285345	4.172125889	4.230774203	4.3444091	4.453885748	4.470691472	4.212433886	4.47019463	4.275877117	4.057396632	4.445322715	4.166119238	4.225532267	4.260620943	4.649177611	4.241158703	4.35311746	3.986270993	4.497736839	4.187863765	4.381269427	4.406922014	4.27303819	4.217842802	4.068648775	4.634413499	4.346050823	4.110135105	4.275678776	4.47166599	4.134919636	4.535103537	4.734691106	4.397031287	4.412495201	4.475282165	4.33755279	4.3776055	4.686904646	4.498734391	4.476378645	4.455380185	4.449074039	4.324208009	4.365883484	4.436777233	3.435033177	4.398008961	4.359481703	4.40575705	4.160172614	4.482901445	4.448295006	4.517324818	4.333445124	4.45993167	4.235318607	4.644306052	4.420501728	4.284397738	4.4430976	4.319779576	4.336040731	4.626692199	4.454550188	4.401833974	4.20803863	4.264486702	4.626944765	4.449969012	4.169323882	4.437123299	4.522648764	4.470288321	4.792206286	4.488967708	4.574836461	4.660166616	4.244194973	4.46980505	4.398515307	4.331418009	4.28136673	4.3648762	4.444910178	4.562721827	4.369843173	4.380710633	4.479089002	4.347467684	4.361606999	4.640743992
Pyridoxic acid isomer 1	4.264819199	4.103787627	3.887146735	3.856185626	4.602856679	4.069685985	3.957622391	4.202148172	4.155964515	4.112236976	3.975255063	4.29219003	3.844729789	3.909667528	4.355590357	4.112186714	4.228109216	3.958438437	4.048373376	4.650212892	3.614607712	4.761749962	4.421921703	4.285466177	3.739609538	4.289163317	4.276782792	4.08700669	4.456312491	4.25967544	3.674610753	3.750833528	4.218934161	3.717938625	4.700949901	4.436243606	4.439237041	3.667646637	4.037174771	3.562816335	4.492597661	4.228232857	3.882085275	3.940136128	4.09656269	4.486018766	3.870279224	4.344156893	4.691412898	4.831949863	4.235091057	4.557447407	4.130417251	4.486144176	4.438607866	4.180773629	4.351686238	4.369726061	4.364481128	4.321247731	3.939037088	4.670810347	4.448168121	4.175271855	4.539397483	4.466687092	4.316178864	4.325638829	4.10347642	3.865998703	4.823856061	4.26464455	4.486019481	4.221542536	4.237028419	4.169899394	4.179547984	4.132325119	4.110391733	4.27014303	3.972445983	3.953368565	4.236628801	4.402763057	4.125805881	4.202656347	4.174005287	4.292596793	4.682159817	4.084197395	3.754464879	3.937341215	4.188266783	4.363257434	4.470785172	4.343701563	4.201280383	5.795654058	4.541553693	4.25722027	4.503431163	4.693042574	4.330434909	4.473568376	4.524739255	4.207236457	4.457168421	4.251665114	4.368422561	4.104339925	3.976649324	4.109056165	4.405195926	4.314572869	4.285596158	4.244030854	3.741179095	4.16170832	4.418902168	4.258469754	4.455772322	4.69269206	4.337773791	4.136907686	4.512565697	4.271876865	4.312526113	4.227665455	4.591549696	4.108779405	4.351904667	4.059870789	4.171731625	4.442439639	4.407173946	4.488694963	4.357501068	4.309730593	4.46297114	4.35404029	4.158410862	4.141364494	4.770041072	3.921049558	3.938507514	4.348566645	4.424484274	4.169944189	4.2041828	3.945854367	4.310445112	4.312146907	4.446034954	3.780346245	4.029180746	4.197413711	4.076096457	4.225577482	3.814738211	3.986999692	5.123458608	4.085895748	4.24649997	4.52217256	4.336618661	4.635701052	4.600673151	4.481214623	4.569517367	4.371816058	4.581913598	4.237584798	4.284817176	4.217788424	4.584269736	4.079932532	4.109106187	4.266889125	4.167132899	4.190732525	4.307299534	4.343830247	4.434036564
Pyridylacetylglycine	4.042991845	4.21032699	4.099646284	4.309022212	4.386012889	4.398878593	4.195925543	4.385432396	4.030210987	4.415859504	4.362366845	4.448932883	4.226969951	4.045274167	4.216427591	4.260473293	4.236345036	4.112286095	4.252136083	4.395046014	4.15288747	4.37100491	4.104235233	4.255684221	4.064337793	4.070409927	4.382614505	4.295542132	4.489714707	4.34505446	3.800032964	4.195880016	4.380279169	3.914009556	4.258167038	4.340718693	4.30839512	3.959208081	4.47164672	3.928025576	4.475867298	4.352749288	4.009209356	4.32895183	4.247008497	4.455641963	4.296864467	4.366877024	4.377557057	4.32165334	4.138156381	4.437185501	4.619823482	4.560737277	4.440055204	4.12522324	4.471238641	4.518166048	4.503480461	4.328339555	4.371554151	4.315219104	4.542337389	4.503182762	4.607558678	4.422271235	4.345219565	4.483151752	4.158919228	4.69752083	4.417843095	4.403220444	4.328740626	4.598514129	4.405837148	4.240850916	4.234039254	4.180140233	4.389289789	4.54881315	4.115922636	4.344072521	4.259365322	4.314701951	4.37200863	4.551560419	4.307100349	4.22714068	4.471541133	4.351771423	4.728102573	4.250562271	4.270256349	4.330308639	4.572226856	4.491542024	4.383985047	4.338460212	4.625564988	4.509122541	4.227242652	4.29799515	4.470676279	4.5748393	4.387221405	4.306126752	4.56338414	4.381149817	4.36853998	4.331051703	4.051344812	4.146306333	4.371347065	4.380367318	4.20837015	4.11731501	4.272920081	4.228597819	4.310783714	4.519180413	4.690801474	4.38313131	4.625963566	4.245021569	4.485415953	4.366597015	4.131922485	4.15041966	4.338845	4.023274266	4.487896215	4.119189963	3.777620854	4.629820138	4.431361796	4.357124988	4.374066385	4.35103391	3.809224093	4.185979168	4.525742517	4.184597694	4.201596689	4.470285463	4.405949718	4.423398925	4.501812832	4.064266688	4.181762332	4.430002781	4.405850129	4.531333018	4.402607901	4.087334498	4.56899762	4.408212531	4.222787827	4.393317483	4.17858613	4.385807332	4.640097609	4.405474231	4.370818488	4.341298318	4.584067096	4.403255979	4.495063791	4.193452212	4.600589925	4.479885141	4.578150087	4.180420451	4.488254561	4.385279377	4.474134903	4.431225358	4.496193486	4.29825967	4.5248521	4.220961078	4.70252771	4.704379463	4.584008587
Pyrocatechol sulfate	4.452942268	4.281094021	4.239741313	4.186333009	4.060465931	4.282089235	4.098804246	4.218382543	4.560716274	3.790356495	4.255926391	4.357877449	4.122079856	4.128600347	4.329101172	4.172429473	4.213921643	4.446184688	4.377532675	4.430559695	4.353444407	4.229803339	4.569526967	4.147555959	4.536912291	4.484772013	4.117851592	4.07894434	4.346167509	4.23989747	4.342622862	4.14501768	3.97815995	3.924294079	4.217068517	4.117804164	4.420189864	4.309973611	4.647461775	4.094548645	4.264716063	3.841567588	4.14651541	4.210736803	3.947304993	4.461308418	4.217984476	4.11769865	4.283273069	4.243818106	4.238755132	4.191104128	4.269170078	4.309801813	4.072865665	4.395226389	4.38234509	3.821174502	4.247200872	4.555804777	4.529913421	4.436393623	4.326217697	4.155658749	4.490483506	4.284693871	4.538235021	4.387158416	4.497050524	4.29832622	4.620718952	4.345991941	4.33624304	4.419431838	4.41985945	4.37740988	4.360086886	4.793473401	4.301337244	4.226587796	4.421730694	4.202872482	4.161752874	4.23443884	3.906884932	4.133233616	4.211327461	4.448421089	4.469381648	4.458506426	4.405768745	4.514945691	4.190574076	4.209055099	4.193731885	4.218487555	4.00834538	4.434380239	4.452833297	4.575112292	4.213779599	4.39990054	4.325718968	4.278140379	4.164449135	4.445398465	4.435497224	4.302743933	4.26356807	4.534303115	4.302440982	4.373890358	4.550625771	4.122333175	4.47011902	4.232206978	4.552186032	4.042350903	4.241909864	4.045684994	4.445092697	4.181007781	4.395192068	4.336078545	4.418438893	4.234701687	4.385299036	4.3658378	4.142063581	4.793846239	4.233819573	4.574474674	4.61406951	4.580705947	4.59647548	4.180978965	4.347278883	4.299974391	4.970936326	4.396895975	4.54210523	4.206704428	4.690032175	4.355108593	4.728064586	4.311681713	4.696468324	4.435072949	5.013804122	4.39027052	3.998090741	4.14588842	3.956809967	4.54205792	4.465166163	4.452902965	4.786058184	4.185581116	4.003309395	4.768004424	4.72720122	4.216698377	4.182351566	4.234124847	3.966746246	4.105529851	4.024941215	4.468606074	4.407870066	4.430394972	4.074229144	4.215413018	4.173349378	4.337385783	4.097998022	4.07731427	4.172790598	4.420439902	4.128882577	4.261934051	4.412189637	4.329814223	4.230007965
Pyroglutamic acid	4.013842815	4.188312874	4.202476277	4.209444222	4.246487149	4.184347049	4.091154917	4.047518309	4.407469367	4.146465942	4.098654742	4.211437065	4.11483148	4.039582951	4.142495944	4.083169719	4.209294408	4.154260011	4.406318949	4.399642084	4.117807919	4.2047482	4.786186945	4.235600842	4.557513462	4.317404582	4.257847969	4.274328402	4.196528587	4.201391692	4.25917282	4.093610526	4.135677618	3.89094674	4.232711587	4.233675003	4.271068353	4.116743137	4.25586463	4.205877026	4.363468736	3.877112761	4.141461721	4.602344318	4.06105723	4.16605457	4.216089324	4.263804794	4.2932128	4.199912886	4.102885027	4.164596806	4.419578783	4.162636691	4.224613953	4.394520095	4.595545205	4.079658622	4.027507872	4.184902297	4.590981971	4.202962735	4.15196659	4.352261584	4.188161991	4.33846269	4.357706348	4.150041743	4.404670134	4.225231361	4.583043227	4.349888874	4.218207382	4.317227536	4.291675442	4.24037171	4.281911603	4.384953942	4.449188443	4.396245426	4.293884735	4.113952058	4.216665167	4.138714952	4.410723129	4.189034919	4.134110711	4.464513059	4.374130687	4.37695277	4.455034222	4.529323888	4.149616353	4.276660107	4.204749302	4.353621671	4.067349137	4.499644346	4.493029964	4.415227647	4.296063465	4.121987526	4.428202149	4.287082326	4.131199191	4.38198089	4.427605165	4.261986508	4.13418033	4.182910308	4.235844747	4.306820558	4.327048223	4.01607882	4.328466836	4.108020647	4.402214491	4.099190553	4.323499468	4.219547908	4.573692466	4.244233446	4.266409881	4.206343294	4.451648795	4.193972421	4.403388718	5.412193964	4.362064414	4.522796297	4.233366906	5.721490134	4.481957146	4.36856755	4.41061672	4.113086704	4.515517156	4.143517552	4.763330773	4.449634674	4.308078296	4.055880808	4.648491419	4.139100169	4.449903925	4.125578133	4.634972207	4.28957406	5.056631706	4.176783229	3.999993022	4.330930497	4.122089452	4.204084943	4.406196446	4.386170727	4.357840767	3.841891448	4.173465971	4.536408327	4.708647365	4.327946659	4.178730197	4.334587901	4.209925843	4.126995141	4.120913487	4.32686551	4.423143656	4.215670777	4.173833466	4.367713845	4.233705443	4.108685965	4.212770105	4.210922823	4.245704624	4.389884026	4.202785829	4.220507092	4.329617796	4.428668419	4.342312715
Pyrroledicarboxylic acid	3.854579114	4.059364419	4.426634009	3.763358298	3.828248673	4.317047209	3.653239518	4.111334911	4.777541613	2.622717807	3.677787331	3.408444104	3.762430308	3.037436447	3.787293714	4.069635086	4.238515185	4.261964146	4.274529508	4.165879474	4.37503895	3.263420848	4.931663419	3.358254306	4.587461819	4.691596125	4.285182752	3.821239459	3.537697775	4.359533441	4.786093202	3.861779654	3.342007118	3.362664867	4.027628354	2.736417731	4.494857717	3.095008545	4.582017749	4.394177721	3.999205283	3.591238846	4.608953614	3.920741146	3.967034181	4.6579082	4.277916818	4.267594064	3.918868237	3.71440331	4.192358479	3.523575342	4.12407591	3.880367189	3.933289044	4.267696039	5.039733374	3.970872993	4.309639824	3.60353218	4.424784465	3.731856439	3.929041828	4.223397639	3.640394033	4.800906563	4.535811871	4.184077072	5.142957315	4.656231545	4.519334234	4.686885134	3.851437572	4.240032633	4.581950141	4.542876815	4.010406141	4.859471421	4.377173938	2.972977143	4.371862588	4.355159769	4.047843455	4.147332046	3.416652185	1.329789387	4.213418972	4.953308754	4.490477118	4.406039747	3.640817037	3.705879148	3.897129282	4.31138347	4.163960075	4.300168507	2.723831499	4.56932769	4.724611784	4.452748386	4.174484931	3.696974094	3.664942173	3.799775746	4.054642892	4.207904352	4.214112617	4.700356179	3.892409252	4.538983165	4.342201507	4.5692299	4.550031042	3.969627003	4.258433595	4.424413206	4.507690199	3.705676361	4.47922391	4.066068482	4.077938823	3.570837788	4.309784225	3.723210713	4.149492213	4.139991864	4.821173146	4.69416412	3.968458101	5.100034062	3.814516819	5.027327444	4.852634907	3.462003239	4.249748147	4.275777659	4.536632409	4.429400869	4.734176044	4.698283326	3.947454229	4.08947485	4.901733262	4.476970558	4.973645733	4.341417189	4.468495562	4.491827043	5.394516232	4.465347369	5.031729314	4.054094909	3.330805759	4.798448498	4.534364455	4.778212618	4.875325796	3.91753572	3.714145477	5.052434824	3.992669252	1.87851345	3.862180586	4.1225882	4.000996516	4.057040543	3.432638137	4.374123325	4.381139269	4.314721512	3.247179474	4.245774059	4.346498136	3.983524123	4.643219212	3.092427604	4.023887592	4.04184372	3.609924791	3.361971531	4.300861991	3.383012094	4.490839591
Pyruvic acid	3.2294447	3.843605903	3.555714319	3.766176294	3.9850185	3.911799496	3.761245558	4.053891494	3.703902512	3.956699772	4.045294524	3.587880766	3.67423758	3.570043632	3.887100829	3.71025496	4.214226161	3.957779199	3.976196323	3.919245818	3.843025872	4.042436904	3.80446762	3.746318817	3.389486364	3.660104216	4.293777969	3.739373575	4.305703748	4.229059796	3.561759746	4.167141526	4.060358412	3.627207116	4.004860017	4.018798122	3.95382979	4.96055597	3.888572435	3.459311038	4.045783288	3.885893624	3.948278672	4.03136454	3.731009619	4.032480575	4.147974155	4.087402319	4.349814369	3.897689375	4.231372515	4.064129562	3.985308254	4.112122315	3.705466047	4.160780936	4.041754141	3.883258836	4.211096957	3.965846892	3.978731775	3.898213623	3.931016783	3.725286156	4.073220289	4.556007083	4.138106033	3.988883399	3.710231178	3.870261169	4.205405747	4.115582199	3.97203181	4.118544271	4.060153378	4.026814738	3.685109799	4.230371942	3.9867026	3.853026494	3.562693776	4.33315937	4.040134597	4.153041493	3.822209283	4.199282077	4.031680137	4.030984531	3.866695239	3.855035696	3.96170596	3.906239378	3.883787689	3.733800144	3.881230102	4.32748352	4.294087386	3.960115328	3.863012886	4.142489651	3.899288315	4.147714565	3.794032874	3.930106936	3.767974951	3.795401965	3.951157827	3.866192504	3.929857887	4.274195794	3.670991126	3.629715859	4.067656673	3.923321806	3.869677545	3.92676383	3.895299561	3.894855792	3.87907668	4.325806777	4.167930503	4.119907612	4.21017052	3.906369681	3.788762928	3.842935054	4.294224555	3.903768764	4.124530821	3.861607166	3.858652364	4.055664243	3.856563933	3.868157041	3.850977152	3.920151209	3.942328236	4.165617303	4.437698708	4.048982673	4.066357319	4.160697288	3.3972272	4.221227172	4.002245973	4.07971399	4.306162859	3.721016847	4.194464611	4.09022797	4.040569547	4.016677626	3.957898676	3.942939736	3.833773778	3.947216555	3.795651844	3.894276439	3.815415279	4.017282735	3.930370386	3.991492216	4.081504688	4.137284074	3.950676482	3.785027417	4.143087459	4.324116605	4.316397611	4.039188003	3.69557932	3.973950535	3.898082144	3.758508068	3.877212845	3.717605553	3.943230856	3.916129555	3.943488816	4.157750248	4.109323435	4.003650254	3.882996846
Quinic acid	4.128022579	4.168760741	4.295170907	4.533187887	3.685546068	4.459419655	3.288560982	2.478387705	4.609045176	4.589248893	4.264874894	4.131776602	4.306133559	2.884534579	3.981475827	4.290301655	4.255466321	3.66759262	4.386240402	4.35377852	4.470196854	4.269261907	4.690219256	4.348301322	4.760091628	4.564911913	4.277410867	2.514187419	3.871439564	2.401970428	4.732005274	4.454358888	4.251352852	3.703407249	3.003091342	3.757674808	4.578727258	3.207569678	4.434107243	4.307125905	3.873225155	4.442626052	3.227629373	4.218743321	3.700804891	4.46132076	4.167095711	2.559844916	3.236934993	4.559719333	4.152463835	3.938745035	4.121693323	4.347113499	4.48769076	4.299635646	4.482480627	4.130994885	2.354327183	4.372537506	4.576020376	4.295298528	4.341087842	4.405203089	3.645970766	3.563584543	4.10409149	4.497579246	4.865082063	4.183718797	4.830931412	4.599137016	4.436283523	4.570429661	4.428274316	4.509338764	4.281873073	4.95629524	4.150018113	4.326603438	4.54183606	4.576556172	3.833419551	4.788645529	3.874043217	4.203214173	3.997906628	4.514788628	4.664222711	4.680167071	2.962311372	4.2753686	4.358198121	4.75751362	3.521918157	4.395425362	3.683085602	4.754968551	4.241310366	4.879172582	4.334200589	3.842363883	1.81295007	4.151322673	4.177687869	4.516878544	4.689843848	4.524157969	4.251486879	4.751241149	4.3993775	4.526590473	4.310426245	4.391614593	4.529305587	4.205538868	4.565822509	3.718330078	4.344941994	4.409662578	4.626989004	2.99256157	4.585895833	4.419101295	3.352960248	4.235866272	4.533961908	4.257714551	4.292380258	5.072789857	4.20546342	4.64915713	4.975216311	3.815103487	4.712280677	3.147665665	4.415998726	3.560563395	4.761358965	4.210108471	4.600317877	4.394180748	5.051862866	2.243739801	5.051576727	4.43622963	4.996038263	4.337334063	5.188803906	4.63123598	4.007778902	4.403208958	2.350875284	4.577332893	4.569936968	4.562652643	4.756893046	3.814785962	3.310757607	4.973969502	2.985531007	2.946014739	3.264690876	2.841876292	2.914897877	3.757722984	1.217098255	4.217605035	4.450511087	3.327658004	1.667391826	4.501886858	2.456828173	4.640039086	2.567376572	3.284486362	2.302849371	4.489767625	4.252573554	4.057719476	4.095065603	4.031562868	3.91706933
Salicylic acid	3.925518082	4.035195971	4.5883271	3.847884613	3.695890564	4.100362812	4.158632572	4.002481235	3.648724074	5.823615583	3.769767338	3.415179194	4.219493821	4.86066326	3.347440671	4.055732504	3.023362123	2.536248816	4.21241967	3.716968204	3.487607924	4.264724228	3.360201611	3.664865648	4.470893181	3.491812176	2.953202863	4.047609223	3.157043077	3.083276313	4.095700175	4.5559707	3.734333775	4.028777085	3.093673202	1.444256034	3.099840132	2.801124401	5.137744645	3.827829519	3.57803436	3.260438716	3.193100994	5.509455669	3.205288246	3.283103731	3.345729541	2.92740373	3.167156178	3.41093249	3.398235016	2.303975215	4.155495144	3.446519964	5.204929441	2.796690621	2.358265196	4.189447187	4.97979158	3.42623018	3.866853177	3.18358818	3.705148602	3.133948316	4.024278085	3.14078385	3.597403714	3.712374012	4.674007316	4.765613289	3.918148547	3.557964947	4.385415488	4.133747631	2.55548391	3.074524137	3.431348839	4.492914216	4.202071133	3.495335135	3.967792187	3.217560367	3.156421888	2.810789538	3.363505468	2.850465711	3.591907073	3.14452569	4.146763047	2.486982493	3.268661585	4.782400902	4.28960336	3.621119394	4.034275993	2.752368019	2.932808434	3.234499307	3.069526304	3.900218887	3.179726265	4.894320537	4.267031816	3.697107945	3.473474581	4.087165274	4.102824906	3.473900212	5.288672554	3.72875648	3.745443367	4.428919726	3.948154133	3.774784129	4.272672814	3.946919194	3.96680245	3.259699189	3.03068318	2.559535824	3.664928793	2.846839322	3.473221379	4.113499328	4.409442284	3.861618963	3.539470123	4.517628785	3.986443681	4.237410931	3.184097302	4.003168096	4.847979347	2.79880742	3.335411274	3.444641282	3.844077484	3.993723664	3.528890153	4.54719652	3.85537092	2.99748052	4.245642544	4.029724291	4.146009191	4.239040747	3.995450891	3.964939957	4.035283383	3.193018683	3.022493223	3.500831612	3.737490371	3.86367482	4.566501818	4.106954951	3.657577566	3.809355699	4.021846494	4.267287531	4.674386362	4.309696625	3.650610964	2.916432599	3.422667166	3.056954892	3.489730344	3.311029341	4.05815664	4.082048214	4.184269525	3.558799239	3.185054421	3.420641151	3.904303363	3.73329128	3.738333835	2.359633687	4.000295019	2.782454862	4.045779722	4.275853474	3.868478396
Sebacic acid	4.298555268	4.316858535	4.387094407	4.026013055	4.516984982	4.547072723	4.282560639	4.670899734	5.017336121	4.563748127	4.553187929	4.346599872	4.261236226	4.378770052	4.542229999	4.491316482	4.413607967	4.651304602	4.428966572	4.665731364	4.245685996	4.988373031	4.405413172	4.257716618	4.315631146	4.706686729	4.108902479	4.2357287	4.481226924	4.467081517	3.928407937	4.19931723	4.398839515	4.186042285	4.358087765	4.09499758	4.494340852	3.749516871	4.599855351	4.327760827	4.288708933	3.627599004	4.087643961	4.262129304	4.530826915	4.563930328	4.224525709	4.461182329	4.47916709	4.789513778	4.405070067	4.422549994	4.402651381	4.623782724	4.614527744	4.448409677	3.84157317	4.557315869	4.400956333	4.417914886	5.026830525	4.300994082	4.361824305	4.486165102	4.561142729	4.707734755	4.837446902	4.5223813	4.323099623	4.424828039	4.712575316	4.469480349	4.684188393	4.510145229	4.771669607	4.334306898	4.174608134	4.33760734	4.498937684	4.798892867	4.221297407	4.29301081	4.546123748	4.582348037	4.350395865	4.309700108	4.581973598	4.340437115	4.494844122	4.148700028	4.371509884	4.26766615	4.725835844	5.056952271	4.736886676	4.602653547	4.223366428	4.308148897	5.07037142	4.951851542	4.480412831	4.681173361	4.54094933	4.665003005	4.449876138	4.8753044	4.62959568	4.30576659	4.762041403	4.672347447	4.207255542	4.227813115	4.411994843	4.700513714	4.672484549	4.539954799	4.209507941	4.273936188	4.727028085	4.684662705	4.913020345	4.574709256	4.268849413	4.538584409	4.967562478	4.428501974	4.354777856	4.563733674	4.155158823	3.961840024	4.425254906	4.483130973	4.57515467	4.234613955	4.37584757	4.188007471	4.658944933	5.000679498	4.273578987	4.746413745	4.501040047	4.739362016	4.208149194	4.547150173	4.439019594	4.668770636	4.984581049	4.740483592	4.651999841	4.336164594	4.290369822	4.200108987	4.28154867	4.260287805	4.468531839	4.369895939	4.684927562	4.134826991	4.097824073	4.646122812	4.610300162	4.463753404	4.479189993	4.497785148	4.495440985	4.248585163	4.675045099	4.755728353	4.864248932	4.755550339	4.440132536	4.468152889	4.235826268	4.05616641	4.561905501	4.759717692	4.401025762	4.512930545	4.512006366	4.880794684	4.335057688	4.650956667	4.544485632
